Time,GroupID,ItemsFound,Score,TotalTrials,isRobot
NaN,30,9,135,45,1
NaN,30,9,135,30,1
NaN,30,9,135,14,1
NaN,30,9,135,103,1
NaN,31,6,90,41,1
NaN,31,6,90,24,1
NaN,31,6,90,18,1
NaN,31,6,90,31,1
NaN,31,6,90,55,1
NaN,31,6,90,18,1
NaN,32,8,120,51,1
NaN,32,0,0,0,1
NaN,32,8,120,99,1
NaN,32,7,105,31,1
NaN,32,8,120,47,1
NaN,32,8,120,38,1
NaN,33,6,90,62,1
NaN,33,6,90,39,1
NaN,33,6,90,93,1
NaN,33,6,90,83,1
NaN,33,6,90,51,1
NaN,33,6,90,36,1
NaN,34,10,200,12,1
NaN,34,10,200,57,1
NaN,34,9,135,55,1
NaN,34,9,135,89,1
NaN,34,10,200,68,1
NaN,34,10,200,51,1
NaN,35,8,120,84,1
NaN,35,6,90,6,1
NaN,35,7,105,43,1
NaN,35,8,120,12,1
NaN,35,8,120,34,1
NaN,35,8,120,33,1
NaN,36,10,850,30,1
NaN,36,11,1305,68,1
NaN,36,10,850,67,1
NaN,36,11,1305,65,1
NaN,36,10,850,89,1
NaN,36,10,850,101,1
NaN,37,9,135,100,1
NaN,37,0,0,0,1
NaN,37,9,135,79,1
NaN,37,9,135,29,1
NaN,37,9,135,64,1
NaN,37,9,135,34,1
NaN,38,6,90,39,1
NaN,38,6,90,65,1
NaN,38,7,105,77,1
NaN,38,6,90,14,1
NaN,38,7,105,30,1
NaN,38,7,105,88,1
NaN,39,10,150,101,1
NaN,39,10,150,67,1
NaN,39,10,150,44,1
NaN,39,10,150,68,1
NaN,39,10,150,121,1
NaN,39,10,150,71,1
NaN,40,6,90,46,1
NaN,40,6,90,68,1
NaN,40,6,90,120,1
NaN,40,6,90,110,1
NaN,40,6,90,12,1
NaN,40,6,90,63,1
NaN,41,10,850,31,1
NaN,41,11,865,57,1
NaN,41,8,120,56,1
NaN,41,11,865,106,1
NaN,41,7,105,28,1
NaN,41,11,865,26,1
NaN,42,7,105,33,1
NaN,42,7,105,60,1
NaN,42,7,105,64,1
NaN,42,7,105,19,1
NaN,42,7,105,30,1
NaN,42,6,90,55,1
NaN,43,7,105,86,1
NaN,43,7,105,78,1
NaN,43,8,120,51,1
NaN,43,8,120,99,1
NaN,43,6,90,46,1
NaN,43,8,120,91,1
NaN,44,5,75,38,1
NaN,44,5,75,33,1
NaN,44,5,75,67,1
NaN,44,5,75,50,1
NaN,44,5,75,27,1
NaN,44,5,75,23,1
NaN,45,10,200,47,1
NaN,45,10,200,95,1
NaN,45,11,315,36,1
NaN,45,10,200,122,1
NaN,45,10,200,72,1
NaN,45,10,200,105,1
NaN,46,3,45,7,1
NaN,46,7,105,102,1
NaN,46,7,105,51,1
NaN,46,7,105,21,1
NaN,46,7,105,37,1
NaN,46,7,105,29,1
NaN,47,10,150,77,1
NaN,47,10,150,99,1
NaN,47,10,150,23,1
NaN,47,10,150,157,1
NaN,47,10,150,74,1
NaN,47,9,135,91,1
NaN,48,8,120,69,1
NaN,48,8,120,27,1
NaN,48,7,105,55,1
NaN,48,8,120,43,1
NaN,48,8,120,78,1
NaN,48,8,120,133,1
NaN,49,6,90,55,1
NaN,49,5,75,98,1
NaN,49,5,75,15,1
NaN,49,5,75,70,1
NaN,49,5,75,43,1
NaN,49,6,90,108,1
NaN,50,7,105,55,1
NaN,50,7,105,68,1
NaN,50,7,105,39,1
NaN,50,7,105,67,1
NaN,50,6,90,44,1
NaN,50,6,90,75,1
NaN,51,7,105,32,1
NaN,51,7,105,72,1
NaN,51,7,105,19,1
NaN,51,7,105,54,1
NaN,51,7,105,18,1
NaN,51,7,105,14,1
NaN,52,6,90,32,1
NaN,52,6,90,14,1
NaN,52,7,425,14,1
NaN,52,7,425,45,1
NaN,52,6,90,30,1
NaN,52,7,425,56,1
NaN,53,7,105,15,1
NaN,53,7,105,21,1
NaN,53,7,105,51,1
NaN,53,7,105,61,1
NaN,53,7,105,39,1
NaN,53,7,105,129,1
NaN,54,6,90,23,1
NaN,54,6,90,55,1
NaN,54,6,90,75,1
NaN,54,6,90,28,1
NaN,54,6,90,28,1
NaN,54,6,90,35,1
NaN,55,7,105,89,1
NaN,55,5,75,74,1
NaN,55,5,75,25,1
NaN,55,7,105,48,1
NaN,55,5,75,29,1
NaN,55,6,90,63,1
NaN,56,9,135,81,1
NaN,56,9,135,14,1
NaN,56,9,135,78,1
NaN,56,9,135,26,1
NaN,56,7,105,35,1
NaN,56,9,135,134,1
NaN,57,6,90,84,1
NaN,57,6,90,34,1
NaN,57,6,90,30,1
NaN,57,6,90,52,1
NaN,57,6,90,23,1
NaN,57,6,90,60,1
NaN,58,10,200,81,1
NaN,58,8,120,46,1
NaN,58,10,200,17,1
NaN,58,10,200,107,1
NaN,58,8,120,42,1
NaN,58,9,135,47,1
NaN,59,9,135,60,1
NaN,59,9,135,48,1
NaN,59,9,135,43,1
NaN,59,9,135,40,1
NaN,59,9,135,84,1
NaN,59,9,135,82,1
NaN,60,12,500,27,1
NaN,60,12,500,129,1
NaN,60,12,500,114,1
NaN,60,11,485,93,1
NaN,60,12,500,47,1
NaN,60,12,500,57,1
NaN,61,12,550,55,1
NaN,61,12,550,96,1
NaN,61,12,550,115,1
NaN,61,12,550,19,1
NaN,61,13,565,39,1
NaN,61,12,550,34,1
NaN,62,5,75,82,1
NaN,62,6,90,67,1
NaN,62,5,75,23,1
NaN,62,3,45,3,1
NaN,62,6,90,42,1
NaN,62,6,90,33,1
NaN,63,9,135,133,1
NaN,63,9,135,58,1
NaN,63,9,135,93,1
NaN,63,9,135,50,1
NaN,63,9,135,36,1
NaN,63,9,135,33,1
NaN,64,9,135,38,1
NaN,64,9,135,26,1
NaN,64,9,135,68,1
NaN,64,9,135,22,1
NaN,64,9,135,74,1
NaN,64,8,120,59,1
NaN,65,8,120,39,1
NaN,65,8,120,51,1
NaN,65,7,105,42,1
NaN,65,7,105,35,1
NaN,65,8,120,102,1
NaN,65,8,120,43,1
NaN,66,6,90,20,1
NaN,66,0,0,0,1
NaN,66,6,90,47,1
NaN,66,6,90,62,1
NaN,66,6,90,35,1
NaN,66,6,90,93,1
NaN,67,7,105,47,1
NaN,67,7,105,53,1
NaN,67,9,135,60,1
NaN,67,9,135,24,1
NaN,67,0,0,0,1
NaN,67,7,105,27,1
NaN,68,7,105,38,1
NaN,68,7,105,62,1
NaN,68,7,105,74,1
NaN,68,0,0,0,1
NaN,68,7,105,117,1
NaN,68,7,105,64,1
