Time,GroupID,ItemsFound,Score,TotalTrials,isRobot
14:30:32,4548258,8,120,70,0
14:30:32,4548258,8,120,111,0
14:30:32,4548258,8,120,51,0
14:30:32,4548258,1,15,201,0
19:57:11,4973354,3,45,64,0
19:57:11,4973354,8,120,66,0
19:57:11,4973354,5,75,75,0
19:57:11,4973354,3,45,24,0
19:57:11,4973354,8,120,29,0
19:57:11,4973354,3,45,100,0
20:14:18,4986783,10,150,95,0
20:14:18,4986783,7,105,87,0
20:14:18,4986783,10,150,48,0
20:14:18,4986783,10,150,105,0
20:14:18,4986783,10,150,43,0
20:14:18,4986783,10,150,99,0
14:04:04,5486701,1,15,46,0
14:04:04,5486701,1,15,44,0
14:04:04,5486701,7,105,73,0
14:04:04,5486701,1,15,65,0
14:04:04,5486701,3,45,70,0
14:04:04,5486701,0,0,30,0
15:11:03,5491326,9,135,51,0
15:11:03,5491326,9,135,103,0
15:11:03,5491326,3,45,39,0
15:11:03,5491326,9,135,121,0
15:11:03,5491326,9,135,78,0
15:11:03,5491326,9,135,116,0
13:36:33,5789055,2,30,6,0
13:36:33,5789055,7,105,133,0
13:36:33,5789055,4,60,116,0
13:36:33,5789055,3,45,44,0
13:36:33,5789055,5,75,69,0
13:36:33,5789055,0,0,44,0
12:28:43,5962423,9,135,75,0
12:28:43,5962423,6,90,121,0
12:28:43,5962423,3,45,95,0
12:28:43,5962423,8,120,165,0
12:28:43,5962423,9,135,79,0
12:28:43,5962423,9,135,107,0
14:46:46,6160047,11,835,78,0
14:46:46,6160047,2,30,41,0
14:46:46,6160047,11,835,54,0
14:46:46,6160047,3,45,87,0
14:46:46,6160047,11,835,81,0
14:46:46,6160047,11,835,137,0
15:16:22,6246951,4,60,67,0
15:16:22,6246951,6,90,112,0
15:16:22,6246951,3,45,36,0
15:16:22,6246951,6,90,88,0
15:16:22,6246951,10,150,43,0
15:16:22,6246951,10,150,123,0
13:35:00,6769510,9,135,67,0
13:35:00,6769510,9,135,76,0
13:35:00,6769510,9,135,50,0
13:35:00,6769510,9,135,83,0
13:35:00,6769510,9,135,60,0
13:35:00,6769510,9,135,78,0
14:44:24,7082621,3,45,71,0
14:44:24,7082621,5,75,83,0
14:44:24,7082621,5,75,20,0
14:44:24,7082621,5,75,65,0
14:44:24,7082621,3,45,18,0
14:44:24,7082621,3,45,14,0
15:11:46,7397826,1,15,53,0
15:11:46,7397826,3,45,39,0
15:11:46,7397826,0,0,15,0
15:11:46,7397826,1,15,58,0
15:11:46,7397826,1,15,45,0
15:11:46,7397826,2,30,63,0
14:34:51,7431374,2,30,11,0
14:34:51,7431374,2,30,26,0
14:34:51,7431374,8,120,63,0
14:34:51,7431374,6,90,60,0
14:34:51,7431374,8,120,42,0
14:34:51,7431374,8,120,144,0
20:25:03,7720618,3,45,44,0
20:25:03,7720618,6,90,63,0
20:25:03,7720618,6,90,80,0
20:25:03,7720618,4,60,47,0
20:25:03,7720618,0,0,40,0
20:25:03,7720618,3,45,51,0
19:55:16,7796707,10,150,95,0
19:55:16,7796707,10,150,93,0
19:55:16,7796707,3,45,59,0
19:55:16,7796707,1,15,71,0
19:55:16,7796707,10,150,30,0
19:55:16,7796707,10,150,95,0
12:46:17,7840241,9,135,87,0
12:46:17,7840241,0,0,17,0
12:46:17,7840241,9,135,79,0
12:46:17,7840241,0,0,33,0
12:46:17,7840241,1,15,39,0
12:46:17,7840241,9,135,140,0
15:07:03,7896542,9,135,85,0
15:07:03,7896542,9,135,31,0
15:07:03,7896542,0,0,47,0
15:07:03,7896542,9,135,62,0
15:07:03,7896542,2,30,47,0
15:07:03,7896542,2,30,77,0
14:17:21,8002945,6,90,121,0
14:17:21,8002945,3,45,56,0
14:17:21,8002945,0,0,25,0
14:17:21,8002945,7,105,133,0
14:17:21,8002945,4,60,50,0
14:17:21,8002945,3,45,73,0
20:13:08,8128551,9,135,81,0
20:13:08,8128551,9,135,51,0
20:13:08,8128551,8,120,56,0
20:13:08,8128551,5,75,73,0
20:13:08,8128551,9,135,81,0
20:13:08,8128551,9,135,101,0
15:22:57,8170390,9,135,25,0
15:22:57,8170390,9,135,138,0
15:22:57,8170390,7,105,143,0
15:22:57,8170390,9,135,124,0
15:22:57,8170390,9,135,49,0
15:22:57,8170390,6,90,83,0
15:25:08,8345555,8,120,55,0
15:25:08,8345555,8,120,121,0
15:25:08,8345555,8,120,120,0
15:25:08,8345555,3,45,64,0
15:25:08,8345555,3,45,79,0
15:25:08,8345555,6,90,53,0
14:26:26,8476544,8,120,92,0
14:26:26,8476544,3,45,83,0
14:26:26,8476544,3,45,40,0
14:26:26,8476544,1,15,0,0
14:26:26,8476544,3,45,64,0
14:26:26,8476544,1,15,32,0
13:33:38,8499261,8,120,143,0
13:33:38,8499261,3,45,80,0
13:33:38,8499261,8,120,115,0
13:33:38,8499261,9,135,51,0
13:33:38,8499261,0,0,47,0
13:33:38,8499261,2,30,43,0
12:37:46,8703048,1,15,43,0
12:37:46,8703048,0,0,57,0
12:37:46,8703048,1,15,85,0
12:37:46,8703048,4,60,22,0
12:37:46,8703048,9,135,84,0
12:37:46,8703048,7,105,65,0
13:33:42,8709224,1,15,52,0
13:33:42,8709224,5,75,72,0
13:33:42,8709224,1,15,64,0
13:33:42,8709224,1,15,40,0
13:33:42,8709224,10,150,121,0
13:33:42,8709224,3,45,43,0
14:41:39,9258446,3,45,22,0
14:41:39,9258446,0,0,0,0
14:41:39,9258446,9,135,52,0
14:41:39,9258446,9,135,57,0
14:41:39,9258446,0,0,36,0
14:41:39,9258446,9,135,106,0
15:25:55,9705565,7,105,72,0
15:25:55,9705565,6,90,87,0
15:25:55,9705565,7,105,73,0
15:25:55,9705565,7,105,23,0
15:25:55,9705565,0,0,0,0
15:25:55,9705565,7,105,22,0
15:24:39,9999386,9,135,42,0
15:24:39,9999386,4,60,77,0
15:24:39,9999386,9,135,105,0
15:24:39,9999386,0,0,0,0
15:24:39,9999386,11,215,130,0
15:24:39,9999386,5,75,111,0
